,buying,maint,doors,persons,lug_boot,safety,verdict,condprob
1271,low,vhigh,4,more,med,med,med,1.0
1272,low,med,5more,4,small,low,low,1.0
1273,vhigh,high,5more,more,small,med,med,1.0
1274,vhigh,vhigh,3,more,small,low,low,1.0
1275,vhigh,low,3,more,med,low,low,1.0
1276,low,vhigh,2,2,big,med,med,1.0
1277,high,low,4,more,big,low,low,1.0
1278,vhigh,vhigh,2,2,small,low,low,1.0
1279,vhigh,high,3,4,small,med,med,1.0
1280,med,low,3,4,big,low,low,1.0
1281,high,vhigh,3,more,small,high,high,1.0
1282,vhigh,low,2,4,big,med,med,1.0
1283,low,high,4,more,small,med,med,1.0
1284,high,med,3,more,med,low,low,1.0
1285,vhigh,med,3,2,big,med,med,1.0
1286,med,low,5more,more,med,high,high,1.0
1287,med,low,4,more,small,med,med,1.0
1288,low,vhigh,3,4,small,low,low,1.0
1289,vhigh,med,3,4,med,low,low,1.0
1290,low,low,4,2,small,low,low,1.0
1291,vhigh,med,4,more,small,med,med,1.0
1292,med,med,2,more,med,med,med,1.0
1293,med,med,4,more,small,med,med,1.0
1294,low,high,2,more,small,low,low,1.0
1295,high,med,3,2,small,med,med,1.0
1296,vhigh,low,5more,more,med,med,med,1.0
1297,high,med,4,2,small,high,high,1.0
1298,med,vhigh,5more,2,small,med,med,1.0
1299,vhigh,med,4,4,med,low,low,1.0
1300,med,vhigh,3,4,small,low,low,1.0
1301,high,med,3,2,med,high,high,1.0
1302,low,med,3,more,med,med,med,1.0
1303,med,vhigh,3,2,big,low,low,1.0
1304,vhigh,low,4,4,small,med,med,1.0
1305,high,med,3,more,big,low,low,1.0
1306,high,low,5more,4,med,low,low,1.0
1307,low,high,5more,4,med,high,high,1.0
1308,high,high,5more,4,big,med,med,1.0
1309,low,vhigh,2,4,small,high,high,1.0
1310,vhigh,low,4,2,small,high,high,1.0
1311,med,low,5more,more,big,low,low,1.0
1312,med,vhigh,5more,4,big,high,high,1.0
1313,med,low,3,more,big,high,high,1.0
1314,low,med,4,4,med,high,high,1.0
1315,high,vhigh,5more,more,small,med,med,1.0
1316,low,high,4,more,big,med,med,1.0
1317,low,med,3,more,small,med,med,1.0
1318,high,med,4,more,med,med,med,1.0
1319,vhigh,vhigh,2,more,small,med,med,1.0
1320,high,high,2,4,big,high,high,1.0
1321,vhigh,low,5more,2,small,med,med,1.0
1322,med,low,3,4,big,high,high,1.0
1323,med,high,4,4,big,high,high,1.0
1324,vhigh,med,2,2,med,low,low,1.0
1325,high,low,4,4,small,med,med,1.0
1326,vhigh,high,2,4,med,high,high,1.0
1327,low,med,4,more,small,high,high,1.0
1328,vhigh,low,4,more,small,high,high,1.0
1329,vhigh,high,3,4,small,high,high,1.0
1330,high,low,3,4,big,low,low,1.0
1331,low,low,2,more,big,low,low,1.0
1332,high,high,5more,more,small,low,low,1.0
1333,med,vhigh,3,more,small,high,high,1.0
1334,low,med,2,more,med,low,low,1.0
1335,vhigh,vhigh,2,more,big,high,high,1.0
1336,vhigh,med,5more,4,small,med,med,1.0
1337,high,high,4,2,big,low,low,1.0
1338,low,vhigh,4,more,big,med,med,1.0
1339,vhigh,vhigh,4,4,small,low,low,1.0
1340,vhigh,low,3,more,med,high,high,1.0
1341,high,low,5more,4,big,high,high,1.0
1342,vhigh,med,4,2,small,high,high,1.0
1343,high,low,5more,more,small,med,med,1.0
1344,high,vhigh,5more,more,big,low,low,1.0
1345,vhigh,vhigh,4,2,small,high,high,1.0
1346,high,high,2,more,big,med,med,1.0
1347,med,high,2,4,big,med,med,1.0
1348,low,vhigh,4,2,big,high,high,1.0
1349,vhigh,high,5more,more,med,med,med,1.0
1350,med,high,4,more,med,med,med,1.0
1351,vhigh,med,3,more,med,high,high,1.0
1352,vhigh,high,2,4,big,high,high,1.0
1353,high,med,4,more,med,low,low,1.0
1354,med,med,2,more,med,high,high,1.0
1355,med,low,4,4,small,med,med,1.0
1356,vhigh,med,4,more,med,med,med,1.0
1357,high,low,2,2,big,high,high,1.0
1358,med,med,4,2,big,low,low,1.0
1359,low,med,5more,4,big,med,med,1.0
1360,med,vhigh,5more,more,med,med,med,1.0
1361,low,vhigh,4,2,med,low,low,1.0
1362,low,med,5more,4,small,high,high,1.0
1363,low,med,3,4,med,high,high,1.0
1364,low,low,5more,2,big,low,low,1.0
1365,low,med,5more,more,big,med,med,1.0
1366,med,vhigh,2,2,med,high,high,1.0
1367,vhigh,low,3,4,big,high,high,1.0
1368,vhigh,med,3,4,small,high,high,1.0
1369,high,low,5more,4,small,med,med,1.0
1370,low,vhigh,2,4,small,med,med,1.0
1371,med,low,5more,4,med,med,med,1.0
1372,low,low,3,more,small,high,high,1.0
1373,med,low,2,4,big,med,med,1.0
1374,high,vhigh,3,4,med,med,med,1.0
1375,vhigh,vhigh,2,4,small,high,high,1.0
1376,vhigh,high,3,more,big,low,low,1.0
1377,vhigh,low,4,2,big,low,low,1.0
1378,vhigh,vhigh,5more,4,med,high,high,1.0
1379,high,med,2,2,med,high,high,1.0
1380,vhigh,med,2,more,med,med,med,1.0
1381,med,high,2,2,big,high,high,1.0
1382,low,high,4,more,small,low,low,1.0
1383,high,high,3,4,big,high,high,1.0
1384,med,low,4,4,small,high,high,1.0
1385,vhigh,low,4,4,small,high,high,1.0
1386,low,vhigh,4,4,med,med,med,1.0
1387,high,vhigh,5more,2,big,med,med,1.0
1388,vhigh,high,2,more,small,high,high,1.0
1389,med,vhigh,2,more,med,high,high,1.0
1390,low,low,3,2,big,high,high,1.0
1391,low,med,2,2,big,med,med,1.0
1392,vhigh,med,4,more,big,med,med,1.0
1393,high,vhigh,2,more,big,med,med,1.0
1394,vhigh,high,2,more,med,low,low,1.0
1395,low,med,3,4,small,high,high,1.0
1396,med,med,5more,more,med,low,low,1.0
1397,vhigh,vhigh,2,4,med,low,low,1.0
1398,high,vhigh,3,4,med,low,low,1.0
1399,high,vhigh,3,2,small,low,low,1.0
1400,med,med,5more,more,big,low,low,1.0
1401,vhigh,low,2,4,big,low,low,1.0
1402,low,vhigh,5more,4,small,low,low,1.0
1403,med,vhigh,4,more,small,high,high,1.0
1404,high,vhigh,3,more,big,low,low,1.0
1405,high,high,2,2,med,med,med,1.0
1406,vhigh,vhigh,2,more,big,med,med,1.0
1407,low,high,3,2,big,high,high,1.0
1408,low,vhigh,3,4,med,med,med,1.0
1409,med,med,5more,2,small,med,med,1.0
1410,med,low,3,4,small,high,high,1.0
1411,med,vhigh,3,4,med,med,med,1.0
1412,med,low,2,2,med,low,low,1.0
1413,vhigh,low,2,more,med,med,med,1.0
1414,med,med,5more,2,med,high,high,1.0
1415,high,med,5more,2,small,low,low,1.0
1416,med,low,4,2,small,med,med,1.0
1417,med,med,5more,more,big,med,med,1.0
1418,med,vhigh,2,more,med,med,med,1.0
1419,low,med,4,4,big,high,high,1.0
1420,high,high,4,more,med,low,low,1.0
1421,med,med,5more,2,big,high,high,1.0
1422,vhigh,med,2,4,big,low,low,1.0
1423,vhigh,high,2,2,big,high,high,1.0
1424,high,high,2,2,small,med,med,1.0
1425,low,vhigh,2,more,med,med,med,1.0
1426,low,low,5more,2,small,med,med,1.0
1427,med,med,5more,more,small,low,low,1.0
1428,vhigh,vhigh,4,2,big,low,low,1.0
1429,low,med,4,more,med,high,high,1.0
1430,low,high,5more,more,med,high,high,1.0
1431,med,vhigh,2,4,med,high,high,1.0
1432,vhigh,low,4,2,small,low,low,1.0
1433,low,med,2,4,big,med,med,1.0
1434,med,low,2,more,med,med,med,1.0
1435,med,high,4,4,small,high,high,1.0
1436,high,med,2,more,small,low,low,1.0
1437,low,med,3,2,small,low,low,1.0
1438,high,high,5more,more,med,high,high,1.0
1439,low,low,2,more,big,high,high,1.0
1440,med,med,3,2,med,high,high,1.0
1441,high,low,3,4,small,med,med,1.0
1442,vhigh,low,4,4,big,med,med,1.0
1443,vhigh,vhigh,3,2,big,low,low,1.0
1444,vhigh,low,2,2,med,low,low,1.0
1445,med,med,4,more,big,low,low,1.0
1446,low,low,3,more,big,high,high,1.0
1447,high,high,2,more,small,med,med,1.0
1448,med,low,4,more,med,high,high,1.0
1449,low,med,5more,more,med,med,med,1.0
1450,high,low,5more,more,small,high,high,1.0
1451,high,high,2,2,big,med,med,1.0
1452,vhigh,med,2,4,med,med,med,1.0
1453,low,med,2,more,med,high,high,1.0
1454,vhigh,high,4,4,small,low,low,1.0
1455,high,vhigh,2,2,med,low,low,1.0
1456,low,low,5more,more,med,med,med,1.0
1457,high,high,2,more,med,high,high,1.0
1458,high,med,4,2,med,med,med,1.0
1459,low,low,2,2,small,low,low,1.0
1460,high,low,2,4,big,high,high,1.0
1461,vhigh,med,5more,4,med,high,high,1.0
1462,low,med,2,2,small,low,low,1.0
1463,vhigh,med,4,2,big,med,med,1.0
1464,med,med,5more,4,med,high,high,1.0
1465,vhigh,med,2,more,small,low,low,1.0
1466,low,low,4,2,small,high,high,1.0
1467,vhigh,low,5more,more,big,high,high,1.0
1468,med,med,5more,4,small,low,low,1.0
1469,low,med,4,more,med,med,med,1.0
1470,high,high,2,4,med,high,high,1.0
1471,vhigh,vhigh,4,2,med,low,low,1.0
1472,low,med,4,2,med,med,med,1.0
1473,vhigh,vhigh,4,4,big,low,low,1.0
1474,low,vhigh,3,2,small,high,high,1.0
1475,vhigh,high,4,2,small,high,high,1.0
1476,high,vhigh,5more,more,med,med,med,1.0
1477,low,high,5more,2,big,med,med,1.0
1478,high,high,3,more,med,high,high,1.0
1479,vhigh,high,4,2,med,med,med,1.0
1480,low,vhigh,5more,more,small,med,med,1.0
1481,low,low,5more,4,small,med,med,1.0
1482,high,high,5more,4,small,med,med,1.0
1483,low,med,5more,2,small,low,low,1.0
1484,low,low,3,4,big,low,low,1.0
1485,vhigh,low,3,more,small,low,low,1.0
1486,low,high,4,2,small,med,med,1.0
1487,med,high,5more,4,big,high,high,1.0
1488,low,high,5more,4,med,med,med,1.0
1489,vhigh,vhigh,2,4,small,med,med,1.0
1490,low,high,3,4,small,high,high,1.0
1491,med,vhigh,3,2,big,high,high,1.0
1492,med,med,3,2,med,med,med,1.0
1493,high,vhigh,5more,4,med,med,med,1.0
1494,med,med,3,4,big,low,low,1.0
1495,low,vhigh,3,2,small,low,low,1.0
1496,low,med,2,2,med,low,low,1.0
1497,high,vhigh,2,more,small,high,high,1.0
1498,high,vhigh,2,4,med,low,low,1.0
1499,vhigh,vhigh,4,4,med,low,low,1.0
1500,vhigh,vhigh,2,4,big,high,high,1.0
1501,vhigh,high,5more,more,small,high,high,1.0
1502,vhigh,med,4,2,big,low,low,1.0
1503,low,low,5more,more,med,high,high,1.0
1504,vhigh,med,4,more,big,low,low,1.0
1505,med,low,4,2,big,med,med,1.0
1506,med,high,3,more,med,med,med,1.0
1507,vhigh,low,4,more,big,med,med,1.0
1508,high,high,3,more,big,low,low,1.0
1509,high,vhigh,4,4,small,high,high,1.0
1510,med,high,2,2,med,high,high,1.0
1511,high,low,4,2,med,med,med,1.0
1512,med,med,4,4,small,high,high,1.0
1513,vhigh,low,2,4,med,med,med,1.0
1514,low,vhigh,2,4,big,low,low,1.0
1515,med,low,4,4,big,high,high,1.0
1516,med,med,3,2,big,med,med,1.0
1517,med,vhigh,5more,more,small,med,med,1.0
1518,med,low,3,more,big,low,low,1.0
1519,vhigh,vhigh,2,more,med,high,high,1.0
1520,med,low,2,4,small,low,low,1.0
1521,vhigh,low,3,4,big,low,low,1.0
1522,vhigh,low,4,2,med,med,med,1.0
1523,low,low,3,4,big,high,high,1.0
1524,med,high,2,4,small,med,med,1.0
1525,high,med,2,4,small,low,low,1.0
1526,low,low,4,4,small,low,low,1.0
1527,high,vhigh,4,2,small,low,low,1.0
1528,vhigh,med,5more,more,med,med,med,1.0
1529,low,low,2,2,med,med,med,1.0
1530,low,high,2,2,big,low,low,1.0
1531,med,med,3,4,med,med,med,1.0
1532,med,med,2,more,small,low,low,1.0
1533,high,low,5more,4,small,high,high,1.0
1534,vhigh,med,2,more,big,high,high,1.0
1535,high,vhigh,5more,2,big,high,high,1.0
1536,high,high,2,4,small,med,med,1.0
1537,high,low,4,more,small,high,high,1.0
1538,vhigh,med,2,4,med,low,low,1.0
1539,high,vhigh,2,more,big,high,high,1.0
1540,vhigh,med,5more,more,small,med,med,1.0
1541,vhigh,low,5more,4,small,med,med,1.0
1542,low,high,3,2,small,high,high,1.0
1543,vhigh,vhigh,5more,2,big,high,high,1.0
1544,high,med,3,more,med,high,high,1.0
1545,high,low,4,4,med,med,med,1.0
1546,med,vhigh,5more,more,big,med,med,1.0
1547,low,high,4,4,big,high,high,1.0
1548,low,high,5more,2,big,high,high,1.0
1549,med,vhigh,4,more,big,high,high,1.0
1550,med,med,4,more,med,med,med,1.0
1551,low,high,3,more,big,med,med,1.0
1552,low,low,2,2,big,low,low,1.0
1553,vhigh,high,2,more,big,med,med,1.0
1554,low,med,4,4,med,low,low,1.0
1555,low,vhigh,5more,4,med,high,high,1.0
1556,med,med,3,4,big,med,med,1.0
1557,high,med,4,more,big,low,low,1.0
1558,med,vhigh,5more,2,med,med,med,1.0
1559,vhigh,vhigh,5more,2,big,med,med,1.0
1560,med,vhigh,3,more,small,med,med,1.0
1561,vhigh,med,2,4,small,low,low,1.0
1562,low,low,2,4,med,low,low,1.0
1563,high,med,4,more,small,low,low,1.0
1564,high,high,5more,2,med,high,high,1.0
1565,low,high,3,4,med,med,med,1.0
1566,med,high,2,more,small,med,med,1.0
1567,vhigh,med,4,4,small,low,low,1.0
1568,vhigh,high,3,4,med,low,low,1.0
1569,low,vhigh,4,2,big,low,low,1.0
1570,med,vhigh,4,2,small,high,high,1.0
1571,high,med,4,more,small,med,med,1.0
1572,high,low,2,2,med,low,low,1.0
1573,vhigh,low,3,2,big,high,high,1.0
1574,low,vhigh,4,more,big,low,low,1.0
1575,low,high,4,more,big,high,high,1.0
1576,low,high,3,2,small,med,med,1.0
1577,med,low,3,4,med,high,high,1.0
1578,vhigh,high,3,2,big,low,low,1.0
1579,low,low,4,4,big,low,low,1.0
1580,med,vhigh,3,more,small,low,low,1.0
1581,high,med,5more,4,med,med,med,1.0
1582,high,vhigh,4,more,small,med,med,1.0
1583,med,vhigh,2,4,small,high,high,1.0
1584,vhigh,high,2,2,big,med,med,1.0
1585,low,high,4,more,med,med,med,1.0
1586,low,vhigh,5more,more,med,med,med,1.0
1587,low,low,5more,4,small,high,high,1.0
1588,vhigh,high,5more,4,big,high,high,1.0
1589,high,low,4,more,small,low,low,1.0
1590,med,med,5more,4,big,low,low,1.0
1591,low,vhigh,4,4,small,low,low,1.0
1592,low,vhigh,5more,4,small,med,med,1.0
1593,high,med,2,4,big,med,med,1.0
1594,low,low,3,4,med,low,low,1.0
1595,med,med,3,2,small,low,low,1.0
1596,vhigh,high,4,2,big,med,med,1.0
1597,high,low,2,2,small,high,high,1.0
1598,vhigh,low,5more,4,small,high,high,1.0
1599,high,vhigh,4,4,med,high,high,1.0
1600,low,low,3,4,small,low,low,1.0
1601,low,low,2,2,small,med,med,1.0
1602,med,low,5more,4,small,high,high,1.0
1603,low,med,3,more,small,high,high,1.0
1604,med,med,2,2,big,low,low,1.0
1605,high,med,3,2,big,med,med,1.0
1606,med,high,4,4,small,low,low,1.0
1607,vhigh,high,3,4,big,low,low,1.0
1608,low,med,5more,4,small,med,med,1.0
1609,med,high,5more,2,small,med,med,1.0
1610,low,high,2,more,small,med,med,1.0
1611,high,high,3,more,big,med,med,1.0
1612,med,low,3,2,small,high,high,1.0
1613,high,low,5more,4,big,low,low,1.0
1614,vhigh,low,2,more,small,med,med,1.0
1615,vhigh,med,3,2,med,med,med,1.0
1616,vhigh,med,3,2,big,low,low,1.0
1617,low,vhigh,3,more,small,low,low,1.0
1618,med,high,5more,more,med,high,high,1.0
1619,high,vhigh,5more,2,small,low,low,1.0
1620,high,high,5more,2,med,low,low,1.0
1621,vhigh,vhigh,4,4,small,high,high,1.0
1622,low,med,2,2,med,med,med,1.0
1623,high,low,3,more,med,med,med,1.0
1624,high,med,5more,2,small,high,high,1.0
1625,med,med,3,2,med,low,low,1.0
1626,med,med,3,more,big,high,high,1.0
1627,vhigh,low,5more,4,med,high,high,1.0
1628,vhigh,high,3,4,small,low,low,1.0
1629,high,low,3,more,small,low,low,1.0
1630,high,med,5more,more,small,high,high,1.0
1631,high,low,4,more,med,med,med,1.0
1632,vhigh,high,2,4,med,low,low,1.0
1633,low,low,5more,2,big,med,med,1.0
1634,med,vhigh,3,2,med,med,med,1.0
1635,vhigh,vhigh,5more,2,med,med,med,1.0
1636,low,vhigh,3,2,med,low,low,1.0
1637,med,med,2,4,small,high,high,1.0
1638,low,med,3,4,med,med,med,1.0
1639,high,high,5more,4,med,high,high,1.0
1640,low,vhigh,4,more,big,high,high,1.0
1641,vhigh,med,5more,2,big,high,high,1.0
1642,med,med,4,4,big,high,high,1.0
1643,vhigh,vhigh,5more,more,big,med,med,1.0
1644,low,low,5more,2,small,low,low,1.0
1645,vhigh,high,2,more,med,high,high,1.0
1646,vhigh,low,4,more,med,high,high,1.0
1647,med,low,3,2,med,high,high,1.0
1648,med,low,3,2,med,med,med,1.0
1649,high,high,3,2,small,low,low,1.0
1650,vhigh,high,4,more,small,med,med,1.0
1651,med,vhigh,4,2,big,med,med,1.0
1652,med,high,3,2,med,med,med,1.0
1653,high,vhigh,4,2,med,med,med,1.0
1654,vhigh,high,4,more,med,high,high,1.0
1655,low,high,3,4,small,med,med,1.0
1656,low,high,2,more,big,high,high,1.0
1657,med,high,4,more,big,med,med,1.0
1658,high,low,2,4,small,high,high,1.0
1659,low,med,2,more,big,high,high,1.0
1660,med,high,2,more,big,high,high,1.0
1661,low,vhigh,5more,more,med,high,high,1.0
1662,low,high,5more,more,med,low,low,1.0
1663,high,vhigh,2,2,med,med,med,1.0
1664,high,vhigh,4,2,small,med,med,1.0
1665,vhigh,med,5more,more,small,high,high,1.0
1666,vhigh,low,3,2,small,low,low,1.0
1667,high,med,2,2,small,med,med,1.0
1668,med,high,2,2,big,low,low,1.0
1669,high,vhigh,4,4,small,med,med,1.0
1670,low,low,3,more,med,low,low,1.0
1671,high,vhigh,3,2,big,high,high,1.0
1672,low,low,2,4,small,med,med,1.0
1673,low,low,3,more,small,low,low,1.0
1674,vhigh,vhigh,3,2,big,high,high,1.0
1675,high,vhigh,2,more,small,med,med,1.0
1676,med,low,4,more,med,low,low,1.0
1677,high,med,5more,4,small,low,low,1.0
1678,vhigh,low,4,4,med,med,med,1.0
1679,low,high,2,more,small,high,high,1.0
1680,med,med,4,4,med,med,med,1.0
1681,low,high,4,more,med,high,high,1.0
1682,high,low,4,2,med,low,low,1.0
1683,med,med,5more,4,small,med,med,1.0
1684,low,vhigh,2,2,med,low,low,1.0
1685,low,low,3,2,big,low,low,1.0
1686,high,med,3,4,big,med,med,1.0
1687,med,high,5more,4,small,high,high,1.0
1688,low,vhigh,5more,4,big,med,med,1.0
1689,vhigh,vhigh,3,4,big,low,low,1.0
1690,vhigh,low,2,4,small,low,low,1.0
1691,med,vhigh,2,more,big,high,high,1.0
1692,high,med,5more,more,big,high,high,1.0
1693,high,med,4,4,big,high,high,1.0
1694,vhigh,low,4,2,med,low,low,1.0
1695,med,vhigh,4,2,big,low,low,1.0
1696,low,high,2,4,small,low,low,1.0
1697,vhigh,vhigh,4,more,small,low,low,1.0
1698,low,vhigh,3,4,big,high,high,1.0
1699,high,high,5more,more,small,high,high,1.0
1700,med,med,4,2,med,med,med,1.0
1701,vhigh,low,2,more,small,low,low,1.0
1702,high,med,2,4,small,med,med,1.0
1703,high,vhigh,5more,2,med,low,low,1.0
1704,low,vhigh,5more,2,small,high,high,1.0
1705,med,vhigh,2,2,med,low,low,1.0
1706,med,high,4,more,small,med,med,1.0
1707,low,high,5more,4,small,med,med,1.0
1708,high,low,5more,2,med,high,high,1.0
1709,low,vhigh,5more,4,med,low,low,1.0
1710,vhigh,med,4,4,big,high,high,1.0
1711,med,vhigh,2,more,med,low,low,1.0
1712,high,med,2,more,med,med,med,1.0
1713,low,vhigh,3,more,med,high,high,1.0
1714,vhigh,high,3,2,big,med,med,1.0
1715,high,vhigh,3,2,big,med,med,1.0
1716,vhigh,vhigh,2,2,small,high,high,1.0
1717,med,med,4,4,big,med,med,1.0
1718,low,vhigh,3,4,med,low,low,1.0
1719,high,high,5more,2,small,med,med,1.0
1720,high,high,5more,2,small,low,low,1.0
1721,vhigh,med,3,4,small,med,med,1.0
1722,med,high,2,2,small,med,med,1.0
1723,med,high,4,more,med,high,high,1.0
1724,med,vhigh,2,4,small,med,med,1.0
1725,vhigh,high,5more,4,small,high,high,1.0
1726,high,vhigh,3,2,small,med,med,1.0
1727,med,med,3,4,small,low,low,1.0
