,buying,maint,doors,persons,lug_boot,safety,verdict,condprob
1179,unacc,low,high,3,2,big,med,1.0
1180,unacc,vhigh,high,2,more,small,med,1.0
1181,unacc,vhigh,vhigh,2,more,med,med,0.25
1182,unacc,vhigh,low,4,2,small,low,1.0
1183,unacc,vhigh,high,5more,more,small,low,1.0
1184,acc,high,high,2,more,big,med,0.5
1185,unacc,vhigh,vhigh,4,4,med,high,1.0
1186,acc,low,vhigh,5more,4,small,high,1.0
1187,unacc,low,vhigh,5more,2,small,high,1.0
1188,vgood,low,low,2,4,big,high,1.0
1189,acc,med,vhigh,5more,more,big,med,1.0
1190,unacc,med,vhigh,5more,more,small,med,1.0
1191,acc,high,high,5more,4,big,med,0.5
1192,acc,med,med,4,4,med,med,1.0
1193,unacc,med,low,4,2,big,med,1.0
1194,unacc,vhigh,vhigh,4,more,med,high,1.0
1195,good,med,low,5more,more,small,high,1.0
1196,acc,vhigh,low,2,4,big,med,1.0
1197,unacc,vhigh,med,4,2,big,med,1.0
1198,acc,vhigh,low,5more,more,small,high,1.0
1199,unacc,high,med,2,2,big,low,1.0
1200,unacc,low,low,2,2,med,low,1.0
1201,acc,vhigh,med,2,4,big,high,1.0
1202,unacc,high,low,4,2,med,med,1.0
1203,unacc,low,high,2,more,small,low,1.0
1204,unacc,vhigh,high,4,4,med,high,1.0
1205,unacc,low,vhigh,2,more,small,high,1.0
1206,unacc,low,high,5more,4,big,low,1.0
1207,unacc,high,med,4,4,small,low,1.0
1208,unacc,high,vhigh,2,more,med,high,1.0
1209,unacc,high,med,2,more,big,low,1.0
1210,unacc,low,vhigh,5more,2,big,med,1.0
1211,acc,high,high,3,more,small,high,0.5
1212,vgood,low,med,4,4,med,high,1.0
1213,unacc,vhigh,vhigh,2,2,small,high,0.6666666666666666
1214,unacc,med,med,2,2,big,high,1.0
1215,acc,low,high,4,4,med,med,1.0
1216,acc,med,vhigh,2,more,big,high,1.0
1217,acc,vhigh,low,3,4,med,high,1.0
1218,acc,low,high,5more,4,small,high,1.0
1219,unacc,med,high,2,4,med,med,1.0
1220,unacc,vhigh,vhigh,3,4,med,med,1.0
1221,acc,med,high,3,4,big,high,1.0
1222,unacc,vhigh,high,5more,4,med,med,1.0
1223,acc,med,med,4,more,med,med,1.0
1224,unacc,high,med,3,4,small,med,1.0
1225,unacc,high,high,2,2,med,low,1.0
1226,unacc,med,vhigh,4,2,small,high,1.0
1227,unacc,high,high,3,4,big,high,0.5
1228,unacc,vhigh,high,2,more,big,low,1.0
1229,unacc,high,vhigh,4,2,med,med,1.0
1230,unacc,low,high,5more,2,med,high,1.0
1231,unacc,med,low,2,more,med,low,1.0
1232,good,low,med,5more,more,big,med,1.0
1233,acc,high,high,3,4,big,med,0.5
1234,unacc,med,low,4,2,small,med,1.0
1235,unacc,med,low,5more,4,big,low,1.0
1236,unacc,low,vhigh,5more,2,small,low,1.0
1237,unacc,low,vhigh,4,2,big,high,1.0
1238,good,low,low,5more,4,med,med,1.0
1239,unacc,med,med,3,more,med,low,1.0
1240,acc,vhigh,vhigh,2,2,big,high,0.25
1241,acc,vhigh,low,5more,more,big,high,1.0
1242,unacc,vhigh,low,5more,more,big,low,1.0
1243,good,low,low,5more,4,big,med,1.0
1244,unacc,vhigh,med,5more,more,big,low,1.0
1245,unacc,med,high,4,4,small,med,1.0
1246,unacc,low,med,4,2,big,high,1.0
1247,unacc,vhigh,vhigh,3,2,small,high,0.25
1248,unacc,high,vhigh,3,4,big,med,1.0
1249,unacc,med,vhigh,2,4,small,med,1.0
1250,unacc,vhigh,med,4,4,small,med,1.0
1251,unacc,low,low,4,more,small,low,1.0
1252,unacc,high,low,4,more,small,low,1.0
1253,acc,med,vhigh,4,4,small,high,1.0
1254,unacc,high,med,4,2,med,low,1.0
1255,unacc,vhigh,high,3,2,big,low,1.0
1256,acc,med,high,5more,more,small,high,1.0
1257,unacc,vhigh,high,2,2,med,high,1.0
1258,vgood,low,med,2,more,big,high,1.0
1259,unacc,med,vhigh,5more,2,small,high,1.0
1260,unacc,vhigh,high,2,2,med,low,1.0
1261,unacc,low,med,4,4,big,low,1.0
1262,unacc,low,high,3,2,small,high,1.0
1263,acc,vhigh,med,2,more,big,med,1.0
1264,unacc,med,high,3,4,med,low,1.0
1265,unacc,vhigh,vhigh,4,2,med,low,1.0
1266,acc,high,high,4,more,small,high,0.5
1267,unacc,high,high,4,4,med,low,1.0
1268,unacc,high,high,2,more,big,med,0.5
1269,unacc,med,vhigh,2,4,big,low,1.0
1270,unacc,high,med,4,4,med,low,1.0
1271,unacc,low,low,4,4,med,low,1.0
1272,unacc,low,low,4,2,big,high,1.0
1273,unacc,high,high,5more,4,small,high,0.5
1274,unacc,high,low,4,4,small,low,1.0
1275,good,med,low,4,4,small,high,1.0
1276,unacc,vhigh,vhigh,5more,4,big,high,1.0
1277,unacc,high,high,4,more,big,high,0.5
1278,unacc,med,vhigh,4,2,big,med,1.0
1279,unacc,vhigh,low,2,2,med,high,1.0
1280,acc,med,vhigh,4,more,med,med,1.0
1281,acc,med,med,4,more,small,high,1.0
1282,unacc,vhigh,high,2,2,big,low,1.0
1283,unacc,med,vhigh,2,2,small,low,1.0
1284,acc,med,vhigh,5more,more,small,high,1.0
1285,acc,low,vhigh,4,4,small,high,1.0
1286,unacc,high,med,4,2,small,high,1.0
1287,acc,med,high,4,more,big,high,1.0
1288,unacc,med,vhigh,2,4,small,low,1.0
1289,unacc,vhigh,vhigh,3,4,big,high,1.0
1290,unacc,med,med,3,more,big,low,1.0
1291,unacc,high,low,3,4,small,low,1.0
1292,acc,vhigh,med,5more,more,big,med,1.0
1293,acc,high,low,5more,more,big,high,1.0
1294,unacc,low,med,5more,more,small,low,1.0
1295,unacc,high,med,2,more,small,med,1.0
1296,vgood,low,low,4,4,med,high,1.0
1297,acc,high,low,5more,4,med,med,1.0
1298,unacc,low,low,2,more,small,med,1.0
1299,unacc,med,vhigh,4,more,small,low,1.0
1300,unacc,vhigh,med,2,2,small,med,1.0
1301,unacc,high,high,4,2,big,high,1.0
1302,unacc,high,vhigh,4,4,big,low,1.0
1303,acc,med,high,5more,more,big,med,1.0
1304,unacc,med,high,3,2,med,high,1.0
1305,acc,high,low,2,more,med,high,1.0
1306,unacc,med,med,5more,2,small,high,1.0
1307,unacc,high,med,4,2,big,high,1.0
1308,unacc,vhigh,high,4,4,med,med,1.0
1309,acc,high,med,2,4,med,high,1.0
1310,acc,vhigh,med,2,4,small,high,1.0
1311,acc,high,high,3,more,big,med,0.5
1312,unacc,low,med,3,2,med,high,1.0
1313,unacc,vhigh,high,5more,2,big,low,1.0
1314,acc,low,med,2,4,med,med,1.0
1315,acc,med,high,4,4,med,high,1.0
1316,unacc,high,vhigh,5more,more,big,high,1.0
1317,unacc,vhigh,high,4,2,small,high,1.0
1318,unacc,vhigh,vhigh,2,more,big,low,0.25
1319,unacc,vhigh,med,5more,2,big,high,1.0
1320,unacc,high,high,3,more,small,low,1.0
1321,acc,vhigh,vhigh,2,4,big,med,0.25
1322,unacc,high,vhigh,4,2,small,high,1.0
1323,unacc,high,vhigh,3,2,small,med,1.0
1324,unacc,med,high,4,2,med,med,1.0
1325,acc,vhigh,low,3,more,small,high,1.0
1326,unacc,med,med,2,2,small,med,1.0
1327,unacc,low,vhigh,3,2,med,low,1.0
1328,unacc,vhigh,high,3,4,med,high,1.0
1329,unacc,med,med,2,2,med,med,1.0
1330,unacc,low,med,5more,2,big,med,1.0
1331,acc,low,low,4,4,small,med,1.0
1332,acc,med,high,3,4,med,high,1.0
1333,unacc,high,vhigh,3,2,big,med,1.0
1334,unacc,high,high,4,more,med,high,0.5
1335,unacc,med,vhigh,3,4,med,med,1.0
1336,unacc,high,low,2,2,small,low,1.0
1337,unacc,high,med,2,2,small,low,1.0
1338,acc,med,vhigh,2,4,big,med,1.0
1339,unacc,high,med,5more,2,small,low,1.0
1340,unacc,med,high,5more,more,small,low,1.0
1341,vgood,med,med,4,4,med,high,1.0
1342,acc,low,low,4,more,small,med,1.0
1343,unacc,med,vhigh,4,more,med,low,1.0
1344,acc,vhigh,vhigh,2,4,med,high,0.25
1345,unacc,vhigh,low,4,2,small,high,1.0
1346,unacc,high,low,2,2,big,high,1.0
1347,acc,med,high,3,4,big,med,1.0
1348,unacc,high,med,3,2,small,low,1.0
1349,acc,vhigh,vhigh,2,more,big,high,0.25
1350,vgood,low,low,5more,more,big,high,1.0
1351,good,low,med,3,4,med,high,1.0
1352,acc,med,med,3,4,big,med,1.0
1353,unacc,med,med,4,2,small,high,1.0
1354,good,med,low,3,4,small,high,1.0
1355,unacc,med,high,2,2,med,low,1.0
1356,acc,vhigh,med,3,4,small,high,1.0
1357,unacc,low,low,5more,more,med,low,1.0
1358,unacc,low,high,3,2,small,med,1.0
1359,unacc,med,vhigh,5more,4,small,low,1.0
1360,unacc,high,high,3,4,small,low,1.0
1361,unacc,vhigh,high,3,2,med,high,1.0
1362,unacc,med,med,4,4,small,low,1.0
1363,unacc,high,vhigh,3,4,med,high,1.0
1364,acc,high,low,4,more,big,med,1.0
1365,unacc,vhigh,low,4,2,big,high,1.0
1366,unacc,low,vhigh,2,4,med,med,1.0
1367,unacc,high,low,3,2,big,high,1.0
1368,unacc,vhigh,med,3,2,big,low,1.0
1369,vgood,low,med,3,4,big,high,1.0
1370,unacc,high,low,4,2,small,med,1.0
1371,acc,med,high,2,more,med,high,1.0
1372,acc,low,vhigh,5more,4,big,high,1.0
1373,unacc,high,vhigh,3,more,small,med,1.0
1374,unacc,low,vhigh,5more,more,big,low,1.0
1375,unacc,med,vhigh,4,2,small,med,1.0
1376,unacc,high,high,3,4,med,high,0.5
1377,unacc,low,low,4,2,med,high,1.0
1378,acc,low,high,5more,4,big,med,1.0
1379,unacc,vhigh,med,3,4,small,low,1.0
1380,acc,med,vhigh,5more,more,med,high,1.0
1381,vgood,low,med,2,4,big,high,1.0
1382,unacc,vhigh,med,3,2,small,low,1.0
1383,unacc,high,high,3,2,med,med,1.0
1384,unacc,high,vhigh,2,more,small,high,1.0
1385,unacc,vhigh,low,3,more,small,med,1.0
1386,unacc,vhigh,med,3,more,small,med,1.0
1387,unacc,high,vhigh,4,4,small,med,1.0
1388,vgood,low,low,3,more,med,high,1.0
1389,unacc,vhigh,med,2,2,big,high,1.0
1390,unacc,med,med,3,4,small,low,1.0
1391,unacc,med,low,4,4,med,low,1.0
1392,acc,med,high,2,more,big,med,1.0
1393,unacc,vhigh,low,2,2,big,low,1.0
1394,unacc,med,vhigh,2,2,med,med,1.0
1395,unacc,high,high,2,more,small,low,1.0
1396,unacc,high,vhigh,3,4,small,high,1.0
1397,unacc,high,med,2,more,small,low,1.0
1398,vgood,med,low,5more,4,big,high,1.0
1399,acc,vhigh,low,5more,4,med,med,1.0
1400,acc,vhigh,low,2,4,med,high,1.0
1401,unacc,vhigh,high,5more,more,small,med,1.0
1402,unacc,vhigh,high,4,2,small,med,1.0
1403,unacc,high,med,2,more,med,med,1.0
1404,unacc,high,high,4,4,big,med,0.5
1405,good,med,low,3,more,big,med,1.0
1406,unacc,vhigh,high,3,4,big,med,1.0
1407,acc,vhigh,med,3,4,big,med,1.0
1408,unacc,med,med,4,4,med,low,1.0
1409,unacc,vhigh,low,3,4,big,low,1.0
1410,acc,high,low,3,4,big,high,1.0
1411,acc,vhigh,vhigh,2,4,big,low,0.25
1412,good,low,low,5more,more,big,med,1.0
1413,unacc,low,vhigh,2,2,small,med,1.0
1414,unacc,vhigh,high,4,more,small,med,1.0
1415,unacc,med,low,3,more,med,low,1.0
1416,acc,high,low,3,4,big,med,1.0
1417,unacc,med,med,4,2,med,low,1.0
1418,acc,high,high,3,4,big,high,0.5
1419,unacc,med,med,3,2,med,low,1.0
1420,acc,high,low,2,4,big,med,1.0
1421,unacc,med,med,5more,2,med,high,1.0
1422,unacc,vhigh,high,4,2,big,med,1.0
1423,acc,high,high,2,4,big,med,0.5
1424,unacc,low,med,3,2,big,low,1.0
1425,unacc,med,low,3,more,big,low,1.0
1426,good,low,low,5more,more,med,med,1.0
1427,unacc,vhigh,low,3,2,big,low,1.0
1428,unacc,high,high,4,more,big,med,0.5
1429,unacc,med,med,5more,2,med,med,1.0
1430,unacc,high,med,5more,more,small,med,1.0
1431,unacc,low,vhigh,4,2,small,high,1.0
1432,unacc,low,med,5more,2,small,med,1.0
1433,unacc,vhigh,med,2,2,small,high,1.0
1434,unacc,low,med,4,4,small,low,1.0
1435,unacc,vhigh,high,4,2,small,low,1.0
1436,unacc,med,low,4,more,small,low,1.0
1437,unacc,low,med,3,2,small,low,1.0
1438,unacc,low,low,3,2,big,med,1.0
1439,acc,low,med,3,4,med,med,1.0
1440,unacc,med,med,3,2,big,high,1.0
1441,acc,med,med,2,more,med,high,1.0
1442,unacc,vhigh,low,2,more,small,med,1.0
1443,acc,low,high,4,4,big,med,1.0
1444,acc,med,high,4,more,med,high,1.0
1445,unacc,med,high,3,4,small,low,1.0
1446,unacc,high,med,4,more,big,low,1.0
1447,unacc,low,med,3,2,small,high,1.0
1448,unacc,vhigh,med,5more,4,med,low,1.0
1449,unacc,low,med,3,more,big,low,1.0
1450,unacc,vhigh,vhigh,3,more,med,low,1.0
1451,acc,low,vhigh,4,more,med,high,1.0
1452,unacc,vhigh,vhigh,3,4,big,med,1.0
1453,unacc,high,vhigh,5more,2,small,low,1.0
1454,unacc,vhigh,med,4,4,med,low,1.0
1455,acc,med,vhigh,3,4,small,high,1.0
1456,unacc,high,high,4,4,small,low,1.0
1457,unacc,high,high,3,2,med,low,1.0
1458,unacc,high,med,5more,2,med,low,1.0
1459,acc,med,med,2,4,big,med,1.0
1460,unacc,low,high,5more,4,small,low,1.0
1461,unacc,med,med,2,2,med,high,1.0
1462,unacc,med,high,2,more,med,low,1.0
1463,unacc,high,low,5more,2,small,med,1.0
1464,acc,med,high,5more,4,med,high,1.0
1465,unacc,high,vhigh,3,2,big,high,1.0
1466,vgood,med,med,4,4,big,high,1.0
1467,unacc,vhigh,low,2,2,small,high,1.0
1468,acc,med,high,2,4,med,high,1.0
1469,unacc,high,low,2,more,small,high,1.0
1470,acc,med,med,4,4,small,high,1.0
1471,unacc,vhigh,high,2,2,small,high,1.0
1472,acc,vhigh,vhigh,2,2,small,high,0.6666666666666666
1473,unacc,high,high,2,2,big,med,1.0
1474,unacc,vhigh,vhigh,5more,more,small,low,1.0
1475,unacc,med,low,5more,2,small,med,1.0
1476,unacc,high,vhigh,4,4,small,low,1.0
1477,unacc,vhigh,low,3,2,small,low,1.0
1478,unacc,med,vhigh,2,2,big,med,1.0
1479,unacc,high,low,2,4,big,low,1.0
1480,vgood,low,low,3,4,big,high,1.0
1481,unacc,vhigh,high,4,more,med,low,1.0
1482,acc,low,vhigh,4,4,med,med,1.0
1483,good,low,low,2,4,med,high,1.0
1484,unacc,low,high,3,2,small,low,1.0
1485,unacc,high,vhigh,5more,4,med,med,1.0
1486,unacc,low,med,4,more,small,low,1.0
1487,acc,vhigh,vhigh,2,2,small,low,0.6666666666666666
1488,unacc,high,vhigh,2,4,big,med,1.0
1489,vgood,med,low,4,4,med,high,1.0
1490,acc,low,low,5more,4,small,med,1.0
1491,unacc,vhigh,low,4,2,big,med,1.0
1492,acc,vhigh,med,3,more,big,high,1.0
1493,unacc,low,vhigh,2,more,med,low,1.0
1494,unacc,low,high,4,more,med,low,1.0
1495,unacc,low,low,5more,more,big,low,1.0
1496,unacc,vhigh,high,2,4,small,high,1.0
1497,acc,vhigh,med,2,4,big,med,1.0
1498,vgood,low,med,3,more,med,high,1.0
1499,unacc,med,vhigh,3,4,big,low,1.0
1500,unacc,med,low,3,2,big,low,1.0
1501,unacc,vhigh,vhigh,5more,4,big,low,1.0
1502,unacc,vhigh,high,2,2,big,med,1.0
1503,unacc,vhigh,low,2,2,small,med,1.0
1504,unacc,high,med,2,4,big,low,1.0
1505,unacc,high,low,4,4,small,med,1.0
1506,unacc,vhigh,high,3,more,small,low,1.0
1507,unacc,med,low,5more,more,med,low,1.0
1508,unacc,high,med,3,4,med,med,1.0
1509,acc,high,med,5more,more,big,med,1.0
1510,acc,med,med,5more,4,small,med,1.0
1511,acc,high,high,2,more,big,high,0.5
1512,unacc,high,high,3,4,big,med,0.5
1513,unacc,vhigh,high,5more,2,big,med,1.0
1514,acc,low,low,2,4,small,med,1.0
1515,acc,vhigh,vhigh,2,more,med,high,0.25
1516,unacc,vhigh,low,5more,2,med,low,1.0
1517,unacc,vhigh,high,5more,4,small,high,1.0
1518,vgood,low,high,3,4,big,high,1.0
1519,unacc,high,vhigh,3,2,big,low,1.0
1520,unacc,med,low,3,2,small,high,1.0
1521,unacc,vhigh,low,2,more,med,med,1.0
1522,vgood,med,med,5more,more,med,high,1.0
1523,unacc,high,low,5more,4,big,low,1.0
1524,unacc,high,high,2,4,big,low,1.0
1525,unacc,low,low,2,4,med,low,1.0
1526,vgood,low,med,4,more,big,high,1.0
1527,acc,med,vhigh,2,more,big,med,1.0
1528,unacc,high,vhigh,5more,2,big,med,1.0
1529,acc,vhigh,low,5more,4,small,high,1.0
1530,unacc,high,vhigh,3,4,med,low,1.0
1531,good,low,low,4,4,small,high,1.0
1532,unacc,vhigh,vhigh,2,4,med,med,0.25
1533,unacc,low,med,2,2,small,low,1.0
1534,unacc,med,low,5more,more,small,low,1.0
1535,unacc,high,high,4,more,small,high,0.5
1536,unacc,high,vhigh,3,more,big,high,1.0
1537,unacc,high,high,4,4,small,high,0.5
1538,unacc,vhigh,high,3,more,small,med,1.0
1539,unacc,high,vhigh,5more,2,big,high,1.0
1540,unacc,low,med,2,2,med,high,1.0
1541,unacc,high,vhigh,4,more,big,med,1.0
1542,unacc,high,med,2,4,med,low,1.0
1543,acc,med,med,5more,more,med,med,1.0
1544,unacc,med,high,2,more,med,med,1.0
1545,unacc,low,vhigh,2,2,small,high,1.0
1546,unacc,low,vhigh,3,more,big,low,1.0
1547,unacc,med,med,5more,4,small,low,1.0
1548,unacc,vhigh,high,4,more,big,high,1.0
1549,unacc,high,vhigh,4,2,big,low,1.0
1550,unacc,vhigh,med,5more,more,med,low,1.0
1551,unacc,med,med,4,2,big,med,1.0
1552,unacc,high,high,2,4,med,med,1.0
1553,unacc,high,med,2,2,small,med,1.0
1554,acc,med,vhigh,5more,more,med,med,1.0
1555,good,med,low,3,more,small,high,1.0
1556,unacc,low,high,3,2,med,high,1.0
1557,unacc,low,low,3,more,med,low,1.0
1558,unacc,low,med,2,2,big,med,1.0
1559,vgood,low,low,4,4,big,high,1.0
1560,good,low,med,4,more,small,high,1.0
1561,good,low,med,4,4,med,med,1.0
1562,acc,med,med,5more,4,small,high,1.0
1563,unacc,high,low,4,more,med,low,1.0
1564,unacc,low,vhigh,4,more,med,low,1.0
1565,acc,low,vhigh,4,more,big,high,1.0
1566,unacc,high,high,3,more,small,high,0.5
1567,acc,low,high,4,4,small,high,1.0
1568,unacc,high,high,2,4,small,med,1.0
1569,unacc,vhigh,low,5more,2,big,high,1.0
1570,unacc,med,med,5more,more,med,low,1.0
1571,unacc,med,vhigh,5more,2,big,high,1.0
1572,unacc,low,high,2,2,big,high,1.0
1573,unacc,med,high,3,4,big,low,1.0
1574,unacc,vhigh,med,2,2,med,low,1.0
1575,unacc,vhigh,high,3,more,med,high,1.0
1576,acc,vhigh,vhigh,2,4,big,high,0.25
1577,unacc,low,med,4,more,big,low,1.0
1578,unacc,vhigh,vhigh,5more,more,small,med,1.0
1579,unacc,low,low,3,2,small,low,1.0
1580,unacc,low,low,4,2,med,low,1.0
1581,acc,low,high,5more,4,med,med,1.0
1582,unacc,vhigh,vhigh,5more,2,small,low,1.0
1583,unacc,low,med,2,more,big,low,1.0
1584,unacc,low,high,2,2,big,low,1.0
1585,unacc,vhigh,vhigh,3,more,big,low,1.0
1586,unacc,high,high,3,more,big,med,0.5
1587,unacc,vhigh,vhigh,3,2,big,med,1.0
1588,unacc,vhigh,high,5more,2,med,med,1.0
1589,unacc,vhigh,high,4,4,small,high,1.0
1590,unacc,med,med,3,more,small,low,1.0
1591,unacc,high,vhigh,4,4,med,high,1.0
1592,acc,vhigh,low,4,more,big,med,1.0
1593,acc,med,low,5more,4,small,med,1.0
1594,unacc,med,high,2,4,small,low,1.0
1595,vgood,med,low,4,more,big,high,1.0
1596,unacc,vhigh,high,2,more,med,med,1.0
1597,unacc,med,vhigh,4,2,med,high,1.0
1598,unacc,vhigh,vhigh,2,2,small,low,0.6666666666666666
1599,acc,med,high,5more,4,small,high,1.0
1600,acc,vhigh,vhigh,3,2,med,med,0.25
1601,unacc,high,vhigh,2,4,big,low,1.0
1602,acc,med,vhigh,4,4,med,med,1.0
1603,acc,vhigh,vhigh,2,more,med,med,0.25
1604,good,low,low,2,more,big,med,1.0
1605,acc,low,high,2,4,med,med,1.0
1606,acc,vhigh,med,2,more,big,high,1.0
1607,acc,med,med,3,4,med,med,1.0
1608,unacc,high,vhigh,2,2,big,low,1.0
1609,acc,med,vhigh,3,more,med,med,1.0
1610,unacc,med,high,3,more,small,low,1.0
1611,acc,med,vhigh,3,4,med,high,1.0
1612,unacc,vhigh,vhigh,3,4,small,high,1.0
1613,unacc,low,high,5more,more,small,low,1.0
1614,vgood,low,high,4,4,med,high,1.0
1615,unacc,high,med,2,2,med,med,1.0
1616,unacc,vhigh,high,5more,4,big,med,1.0
1617,unacc,med,vhigh,2,more,med,med,1.0
1618,acc,high,med,4,4,big,med,1.0
1619,unacc,high,vhigh,4,more,med,med,1.0
1620,unacc,med,med,3,2,med,high,1.0
1621,unacc,vhigh,low,3,4,small,med,1.0
1622,unacc,med,high,2,4,big,low,1.0
1623,unacc,low,low,2,2,med,med,1.0
1624,unacc,vhigh,low,4,2,small,med,1.0
1625,unacc,high,low,2,more,med,med,1.0
1626,acc,vhigh,med,2,more,med,high,1.0
1627,acc,high,med,4,more,med,high,1.0
1628,unacc,high,high,5more,4,big,med,0.5
1629,unacc,med,vhigh,5more,4,small,med,1.0
1630,unacc,vhigh,med,5more,more,small,med,1.0
1631,unacc,high,high,2,2,small,high,1.0
1632,acc,high,low,4,4,med,high,1.0
1633,unacc,vhigh,low,4,more,small,low,1.0
1634,unacc,low,high,5more,2,small,med,1.0
1635,acc,med,med,3,more,small,high,1.0
1636,unacc,vhigh,low,5more,4,small,low,1.0
1637,unacc,low,vhigh,4,4,small,low,1.0
1638,acc,vhigh,vhigh,2,2,med,low,0.6666666666666666
1639,unacc,high,vhigh,5more,2,small,med,1.0
1640,unacc,high,vhigh,4,2,big,med,1.0
1641,unacc,vhigh,vhigh,5more,2,big,med,1.0
1642,unacc,low,vhigh,2,2,med,high,1.0
1643,unacc,high,med,4,more,med,low,1.0
1644,acc,low,vhigh,4,4,med,high,1.0
1645,acc,high,low,3,more,small,high,1.0
1646,acc,high,med,5more,more,med,high,1.0
1647,unacc,low,high,5more,2,med,med,1.0
1648,acc,low,vhigh,4,more,big,med,1.0
1649,unacc,vhigh,low,2,2,med,med,1.0
1650,unacc,vhigh,high,2,more,small,low,1.0
1651,unacc,high,vhigh,5more,2,med,low,1.0
1652,unacc,vhigh,high,4,more,med,med,1.0
1653,unacc,low,med,5more,4,big,low,1.0
1654,acc,vhigh,vhigh,2,4,med,med,0.25
1655,acc,med,vhigh,5more,4,med,high,1.0
1656,unacc,vhigh,low,3,more,med,low,1.0
1657,unacc,med,vhigh,5more,2,big,med,1.0
1658,acc,high,low,4,4,med,med,1.0
1659,acc,med,high,5more,more,big,high,1.0
1660,unacc,high,high,4,2,small,med,1.0
1661,unacc,vhigh,vhigh,3,4,big,low,1.0
1662,acc,vhigh,vhigh,2,4,small,med,0.25
1663,acc,high,low,2,4,big,high,1.0
1664,unacc,vhigh,vhigh,2,more,big,high,0.25
1665,acc,med,med,4,more,small,med,1.0
1666,unacc,low,low,2,2,big,low,1.0
1667,acc,vhigh,low,2,more,med,high,1.0
1668,unacc,vhigh,vhigh,2,4,big,high,0.25
1669,unacc,med,high,2,4,med,low,1.0
1670,unacc,high,low,5more,2,small,low,1.0
1671,good,low,low,4,4,med,med,1.0
1672,acc,low,vhigh,3,more,med,med,1.0
1673,unacc,high,med,2,2,big,high,1.0
1674,acc,med,vhigh,2,4,med,high,1.0
1675,unacc,high,low,2,more,small,low,1.0
1676,good,low,low,2,more,med,high,1.0
1677,acc,high,med,3,more,med,med,1.0
1678,unacc,med,low,3,2,med,med,1.0
1679,acc,high,med,2,4,big,med,1.0
1680,acc,high,high,2,4,small,high,0.5
1681,unacc,vhigh,med,2,more,small,high,1.0
1682,unacc,low,high,2,more,med,low,1.0
1683,good,low,med,3,more,big,med,1.0
1684,unacc,high,low,4,4,med,low,1.0
1685,unacc,low,vhigh,4,4,med,low,1.0
1686,acc,low,vhigh,3,more,big,high,1.0
1687,unacc,high,low,3,2,small,low,1.0
1688,unacc,med,med,2,2,small,high,1.0
1689,unacc,vhigh,high,3,4,small,low,1.0
1690,unacc,vhigh,med,3,2,big,high,1.0
1691,vgood,med,low,3,more,big,high,1.0
1692,unacc,vhigh,low,4,2,big,low,1.0
1693,unacc,vhigh,vhigh,4,2,small,low,1.0
1694,unacc,med,med,2,more,big,low,1.0
1695,acc,vhigh,low,2,4,big,high,1.0
1696,acc,med,vhigh,4,more,med,high,1.0
1697,unacc,vhigh,vhigh,3,4,small,med,1.0
1698,unacc,high,vhigh,5more,4,med,high,1.0
1699,acc,vhigh,low,2,4,small,high,1.0
1700,unacc,low,low,5more,more,small,low,1.0
1701,unacc,med,med,2,4,small,low,1.0
1702,unacc,vhigh,low,4,more,small,med,1.0
1703,unacc,high,high,4,more,big,low,1.0
1704,acc,med,vhigh,3,more,big,med,1.0
1705,unacc,vhigh,low,2,more,small,high,1.0
1706,unacc,med,low,5more,2,big,low,1.0
1707,unacc,high,med,3,2,big,high,1.0
1708,acc,med,vhigh,5more,4,small,high,1.0
1709,acc,low,vhigh,3,more,big,med,1.0
1710,unacc,low,med,4,4,med,low,1.0
1711,acc,med,high,3,4,small,high,1.0
1712,unacc,vhigh,vhigh,2,2,small,med,0.6666666666666666
1713,unacc,low,vhigh,4,more,big,low,1.0
1714,unacc,high,vhigh,2,2,big,high,1.0
1715,unacc,med,high,3,2,med,med,1.0
1716,vgood,med,low,5more,4,med,high,1.0
1717,acc,med,med,5more,4,med,med,1.0
1718,unacc,high,low,2,4,med,med,1.0
1719,vgood,low,med,5more,4,big,high,1.0
1720,unacc,vhigh,med,5more,2,med,low,1.0
1721,acc,med,high,3,more,big,high,1.0
1722,unacc,med,vhigh,3,2,med,high,1.0
1723,acc,low,low,5more,more,small,med,1.0
1724,unacc,high,high,2,more,med,high,0.5
1725,unacc,high,high,3,2,big,med,1.0
1726,acc,vhigh,med,4,more,big,med,1.0
1727,good,low,low,4,4,big,med,1.0
1728,unacc,vhigh,low,2,2,big,med,1.0
1729,vgood,med,low,3,more,med,high,1.0
1730,unacc,med,high,2,more,small,low,1.0
1731,acc,low,vhigh,5more,4,med,med,1.0
1732,acc,med,vhigh,3,more,med,high,1.0
1733,unacc,vhigh,vhigh,4,more,med,med,1.0
1734,unacc,high,vhigh,2,4,med,high,1.0
1735,unacc,high,vhigh,3,more,big,low,1.0
1736,acc,high,high,2,4,big,high,0.5
1737,unacc,med,vhigh,2,more,small,low,1.0
1738,unacc,low,med,2,more,med,low,1.0
1739,unacc,high,med,4,2,big,low,1.0
1740,unacc,high,vhigh,3,2,med,high,1.0
1741,unacc,vhigh,low,3,2,small,med,1.0
1742,good,low,med,3,more,med,med,1.0
1743,unacc,high,vhigh,5more,2,med,high,1.0
1744,unacc,high,vhigh,4,4,big,high,1.0
1745,unacc,high,med,5more,2,small,med,1.0
1746,unacc,med,low,2,more,small,med,1.0
1747,unacc,low,low,3,2,small,high,1.0
